# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Dec  4 21:31:33 2019
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_orbpererr1: Orbital Period Upper Unc. [days]
# COLUMN fpl_orbpererr2: Orbital Period Lower Unc. [days]
# COLUMN fpl_orbperlim:  Orbital Period [days] Limit Flag
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_smaxerr1:   Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN fpl_smaxerr2:   Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN fpl_smaxlim:    Orbit Semi-Major Axis [AU] Limit Flag
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_eccenerr1:  Eccentricity Upper Unc.
# COLUMN fpl_eccenerr2:  Eccentricity Lower Unc.
# COLUMN fpl_eccenlim:   Eccentricity Limit Flag
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmasseerr1: Planet Mass or M*sin(i) Upper Unc. [Earth mass]
# COLUMN fpl_bmasseerr2: Planet Mass or M*sin(i) Lower Unc. [Earth mass]
# COLUMN fpl_bmasselim:  Planet Mass or M*sin(i) [Earth mass] Limit Flag
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_radeerr1:   Planet Radius Upper Unc. [Earth radii]
# COLUMN fpl_radeerr2:   Planet Radius Lower Unc. [Earth radii]
# COLUMN fpl_radelim:    Planet Radius [Earth radii] Limit Flag
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_denserr1:   Planet Density Upper Unc. [g/cm**3]
# COLUMN fpl_denserr2:   Planet Density Lower Unc. [g/cm**3]
# COLUMN fpl_denslim:    Planet Density [g/cm**3] Limit Flag
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_eqterr1:    Equilibrium Temperature Upper Unc. [K]
# COLUMN fpl_eqterr2:    Equilibrium Temperature Lower Unc. [K]
# COLUMN fpl_eqtlim:     Equilibrium Temperature [K] Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_disterr1:   Distance Upper Unc. [pc]
# COLUMN fst_disterr2:   Distance Lower Unc. [pc]
# COLUMN fst_distlim:    Distance [pc] Limit Flag
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagerr:  Optical Magnitude Unc. [mag]
# COLUMN fst_optmaglim:  Optical Magnitude [mag] Limit Flag
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagerr:  Near-IR Magnitude Unc. [mag]
# COLUMN fst_nirmaglim:  Near-IR Magnitude [mag] Limit Flag
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_tefferr1:   Effective Temperature Upper Unc. [K]
# COLUMN fst_tefferr2:   Effective Temperature Lower Unc. [K]
# COLUMN fst_tefflim:    Effective Temperature [K] Limit Flag
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_loggerr1:   Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN fst_loggerr2:   Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN fst_logglim:    Stellar Surface Gravity [log10(cm/s**2)] Limit Flag
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_lumerr1:    Stellar Luminosity Upper Unc. [log10(Solar luminosity)]
# COLUMN fst_lumerr2:    Stellar Luminosity Lower Unc. [log10(Solar luminosity)]
# COLUMN fst_lumlim:     Stellar Luminosity [log10(Solar luminosity)] Limit Flag
# COLUMN fst_lumreflink: Stellar Luminosity Reference
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_masserr1:   Stellar Mass Upper Unc. [Solar mass]
# COLUMN fst_masserr2:   Stellar Mass Lower Unc. [Solar mass]
# COLUMN fst_masslim:    Stellar Mass [Solar mass] Limit Flag
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_raderr1:    Stellar Radius Upper Unc. [Solar radii]
# COLUMN fst_raderr2:    Stellar Radius Lower Unc. [Solar radii]
# COLUMN fst_radlim:     Stellar Radius [Solar radii] Limit Flag
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_meterr1:    Stellar Metallicity Upper Unc. [dex]
# COLUMN fst_meterr2:    Stellar Metallicity Lower Unc. [dex]
# COLUMN fst_metlim:     Stellar Metallicity [dex] Limit Flag
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
# COLUMN fst_ageerr1:    Stellar Age Upper Unc. [Gyr]
# COLUMN fst_ageerr2:    Stellar Age Lower Unc. [Gyr]
# COLUMN fst_agelim:     Stellar Age [Gyr] Limit Flag
#
fpl_hostname,fpl_name,fpl_discmethod,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_lumreflink,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
Kepler-1202,Kepler-1202 b,Transit,28.68513240,0.00018990,-0.00018990,0,,,,,,,,,8.96000,,,0,M-R relationship,2.940,0.910,-0.310,0,1.94000,,,0,,,,,19h29m09.75s,292.290612,+44d39m11.7s,44.653255,1393.00,294.50,-144.28,0,15.608,,0,G (Gaia),13.946,0.063,0,Ks (2MASS),,5834.00,80.98,-131.48,0,4.42,0.07,-0.16,0,-0.185,0.037,-0.041,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.03,0.06,-0.06,0,1.04,0.22,-0.10,0,0.060,0.147,-0.160,0,[Fe/H],4.170,2.780,-2.410,0
Kepler-1203,Kepler-1203 b,Transit,0.58800076,0.00000058,-0.00000058,0,,,,,,,,,1.20000,,,0,M-R relationship,1.060,0.060,-0.040,0,5.54000,,,0,,,,,19h31m05.61s,292.773384,+44d10m41.3s,44.178127,269.00,10.27,-10.85,0,14.915,,0,G (Gaia),12.059,0.022,0,Ks (2MASS),,4105.00,43.70,-35.84,0,4.67,0.01,-0.01,0,-0.875,0.010,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.64,0.02,-0.02,0,0.61,0.01,-0.02,0,0.010,0.092,-0.088,0,[Fe/H],3.470,4.400,-1.800,0
Kepler-1204,Kepler-1204 b,Transit,85.73502850,0.00063730,-0.00063730,0,,,,,,,,,9.53000,,,0,M-R relationship,3.050,0.870,-0.300,0,1.85000,,,0,,,,,19h17m45.96s,289.441483,+42d29m53.3s,42.498135,1282.00,354.85,-129.65,0,15.295,,0,G (Gaia),13.771,0.039,0,Ks (2MASS),,5825.00,88.38,-121.08,0,4.42,0.07,-0.20,0,-0.064,0.031,-0.033,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.03,0.06,-0.06,0,1.03,0.29,-0.10,0,0.060,0.127,-0.145,0,[Fe/H],4.270,3.000,-2.500,0
Kepler-1205,Kepler-1205 b,Transit,1.07839035,0.00000160,-0.00000160,0,,,,,,,,,2.57000,,,0,M-R relationship,1.410,0.100,-0.090,0,5.04000,,,0,,,,,19h21m07.13s,290.279709,+41d30m54.2s,41.515049,766.00,50.16,-48.14,0,15.130,,0,G (Gaia),13.262,0.037,0,Ks (2MASS),,5226.00,84.83,-71.27,0,4.56,0.04,-0.06,0,-0.429,0.018,-0.018,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.84,0.04,-0.05,0,0.81,0.05,-0.05,0,-0.040,0.162,-0.165,0,[Fe/H],4.900,6.140,-3.010,0
Kepler-1206,Kepler-1206 b,Transit,1.21699766,0.00000261,-0.00000261,0,,,,,,,,,3.33000,,,0,M-R relationship,1.640,0.090,-0.080,0,4.15000,,,0,,,,,19h43m45.22s,295.938407,+49d47m28.1s,49.791145,807.00,33.26,-33.80,0,15.929,,0,G (Gaia),13.742,0.056,0,Ks (2MASS),,4877.00,55.23,-79.61,0,4.60,0.02,-0.04,0,-0.666,0.028,-0.030,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.80,0.03,-0.04,0,0.75,0.03,-0.03,0,0.070,0.147,-0.150,0,[Fe/H],3.550,6.590,-2.000,0
Kepler-1207,Kepler-1207 b,Transit,13.68237119,0.00008986,-0.00008986,0,,,,,,,,,3.26000,,,0,M-R relationship,1.620,0.510,-0.180,0,4.21000,,,0,,,,,19h40m15.42s,295.064243,+49d21m32.4s,49.358994,946.00,197.37,-91.70,0,14.449,,0,G (Gaia),13.017,0.033,0,Ks (2MASS),,5909.00,88.29,-99.94,0,4.41,0.07,-0.15,0,0.628,0.039,-0.043,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.06,0.06,-0.06,0,1.06,0.23,-0.10,0,0.050,0.145,-0.155,0,[Fe/H],3.630,2.220,-1.950,0
Kepler-1208,Kepler-1208 b,Transit,11.08507637,0.00005235,-0.00005235,0,,,,,,,,,5.99000,,,0,M-R relationship,2.320,0.190,-0.140,0,2.64000,,,0,,,,,19h27m31.50s,291.881263,+44d33m20.6s,44.555729,877.00,52.25,-54.11,0,15.946,,0,G (Gaia),13.788,0.059,0,Ks (2MASS),,5001.00,110.88,-108.59,0,4.59,0.03,-0.05,0,-0.604,0.034,-0.037,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.80,0.04,-0.04,0,0.76,0.04,-0.04,0,-0.030,0.148,-0.173,0,[Fe/H],4.470,6.300,-2.690,0
Kepler-1209,Kepler-1209 b,Transit,25.36911600,0.00012490,-0.00012490,0,,,,,,,,,2.89000,,,0,M-R relationship,1.510,0.320,-0.180,0,4.61000,,,0,,,,,19h10m20.37s,287.584891,+49d09m17.3s,49.154793,558.00,114.09,-64.60,0,12.411,,0,G (Gaia),11.239,0.026,0,Ks (2MASS),,6210.00,71.25,-59.14,0,4.24,0.10,-0.13,0,0.319,0.010,-0.011,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.23,0.09,-0.05,0,1.38,0.29,-0.16,0,0.120,0.085,-0.080,0,[Fe/H],3.090,0.550,-1.030,0
Kepler-121,Kepler-121 b,Transit,3.17742200,0.00000300,-0.00000300,0,0.039000,,,0,,,,,6.08000,,,0,M-R relationship,2.340,1.270,-1.270,0,2.61000,,,0,,,,,19h04m38.90s,286.162064,+39d40m40.8s,39.677995,518.09,6.23,-6.23,0,14.677,,0,G (Gaia),12.796,0.022,0,Ks (2MASS),,5311.00,200.00,-200.00,0,4.65,0.30,-0.30,0,-0.532,0.013,-0.014,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.86,0.05,-0.06,0,0.70,0.38,-0.38,0,-0.080,0.155,-0.186,0,[Fe/H],4.470,5.980,-2.760,0
Kepler-121,Kepler-121 c,Transit,41.00801100,0.00019100,-0.00019100,0,0.216000,,,0,,,,,5.77000,,,0,M-R relationship,2.270,1.250,-1.250,0,2.71000,,,0,,,,,19h04m38.90s,286.162064,+39d40m40.8s,39.677995,518.09,6.23,-6.23,0,14.677,,0,G (Gaia),12.796,0.022,0,Ks (2MASS),,5311.00,200.00,-200.00,0,4.65,0.30,-0.30,0,-0.532,0.013,-0.014,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.86,0.05,-0.06,0,0.70,0.38,-0.38,0,-0.080,0.155,-0.186,0,[Fe/H],4.470,5.980,-2.760,0
Kepler-1210,Kepler-1210 b,Transit,8.07124073,0.00004899,-0.00004899,0,,,,,,,,,3.53000,,,0,M-R relationship,1.700,0.300,-0.130,0,3.95000,,,0,,,,,19h31m19.71s,292.832145,+48d13m09.7s,48.219357,1155.00,192.17,-87.45,0,15.566,,0,G (Gaia),13.833,0.067,0,Ks (2MASS),,5568.00,67.19,-91.62,0,4.49,0.06,-0.14,0,-0.166,0.040,-0.044,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.94,0.04,-0.05,0,0.92,0.16,-0.07,0,0.040,0.138,-0.166,0,[Fe/H],5.130,5.640,-3.320,0
Kepler-1211,Kepler-1211 b,Transit,11.01816836,0.00007975,-0.00007975,0,,,,,,,,,7.04000,,,0,M-R relationship,2.550,0.420,-0.410,0,2.33000,,,0,,,,,19h02m52.99s,285.720788,+40d51m25.1s,40.856961,1486.00,212.57,-132.28,0,15.828,,0,G (Gaia),14.318,0.067,0,Ks (2MASS),,5705.00,123.21,-77.68,0,4.48,0.06,-0.12,0,0.125,0.065,-0.077,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.96,0.06,-0.07,0,0.94,0.13,-0.08,0,-0.080,0.165,-0.194,0,[Fe/H],4.170,4.190,-2.450,0
Kepler-1212,Kepler-1212 b,Transit,12.94130146,0.00007910,-0.00007910,0,,,,,,,,,5.22000,,,0,M-R relationship,2.140,0.580,-0.270,0,2.93000,,,0,,,,,19h47m24.82s,296.853432,+50d02m14.5s,50.037354,1304.00,347.42,-168.65,0,15.024,,0,G (Gaia),13.565,0.046,0,Ks (2MASS),,6051.00,144.84,-180.60,0,4.36,0.09,-0.18,0,0.140,0.033,-0.035,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.10,0.11,-0.08,0,1.15,0.31,-0.14,0,0.030,0.134,-0.151,0,[Fe/H],3.240,1.800,-1.510,0
Kepler-1213,Kepler-1213 b,Transit,5.34982412,0.00002659,-0.00002659,0,,,,,,,,,1.81000,,,0,M-R relationship,1.190,0.130,-0.100,0,5.90000,,,0,,,,,19h17m56.60s,289.485822,+50d56m39.0s,50.944164,685.00,71.29,-53.60,0,13.342,,0,G (Gaia),11.988,0.023,0,Ks (2MASS),,6050.00,74.56,-81.73,0,4.33,0.07,-0.08,0,0.367,0.014,-0.015,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.14,0.04,-0.04,0,1.21,0.13,-0.09,0,0.130,0.076,-0.083,0,[Fe/H],3.470,1.220,-1.400,0
Kepler-1214,Kepler-1214 b,Transit,18.82634264,0.00008784,-0.00008784,0,,,,,,,,,6.17000,,,0,M-R relationship,2.360,0.190,-0.110,0,2.58000,,,0,,,,,19h00m34.23s,285.142638,+49d48m02.4s,49.800667,757.00,42.52,-33.59,0,15.223,,0,G (Gaia),13.351,0.044,0,Ks (2MASS),,5130.00,48.18,-47.96,0,4.57,0.03,-0.06,0,-0.427,0.022,-0.023,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.85,0.03,-0.04,0,0.80,0.04,-0.03,0,0.050,0.155,-0.146,0,[Fe/H],4.680,6.110,-2.850,0
Kepler-1215,Kepler-1215 b,Transit,4.76703963,0.00002300,-0.00002300,0,,,,,,,,,1.98000,,,0,M-R relationship,1.220,0.180,-0.120,0,5.99000,,,0,,,,,19h49m51.27s,297.463622,+48d10m53.1s,48.181416,701.00,101.86,-57.11,0,14.425,,0,G (Gaia),12.714,0.028,0,Ks (2MASS),,5616.00,92.62,-130.14,0,4.48,0.06,-0.12,0,-0.222,0.013,-0.014,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.95,0.04,-0.05,0,0.93,0.13,-0.07,0,0.010,0.139,-0.160,0,[Fe/H],4.790,5.000,-3.040,0
Kepler-1216,Kepler-1216 b,Transit,4.37034536,0.00001993,-0.00001993,0,,,,,,,,,2.51000,,,0,M-R relationship,1.390,0.220,-0.110,0,5.14000,,,0,,,,,19h09m37.28s,287.405321,+45d55m04.8s,45.918007,1124.00,168.77,-89.87,0,15.107,,0,G (Gaia),13.613,0.034,0,Ks (2MASS),,5743.00,73.65,-77.97,0,4.46,0.06,-0.13,0,0.071,0.036,-0.039,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.99,0.04,-0.05,0,0.98,0.15,-0.07,0,0.030,0.140,-0.158,0,[Fe/H],4.070,3.640,-2.380,0
Kepler-1217,Kepler-1217 b,Transit,2.03232507,0.00000646,-0.00000646,0,,,,,,,,,4.62000,,,0,M-R relationship,1.990,0.480,-0.190,0,3.22000,,,0,,,,,19h16m44.80s,289.186676,+50d56m15.2s,50.937557,1363.00,318.22,-134.60,0,15.242,,0,G (Gaia),13.807,0.051,0,Ks (2MASS),,5905.00,82.88,-103.67,0,4.40,0.07,-0.17,0,0.069,0.044,-0.049,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.06,0.07,-0.06,0,1.08,0.26,-0.10,0,0.070,0.144,-0.162,0,[Fe/H],3.800,2.060,-2.040,0
Kepler-1218,Kepler-1218 b,Transit,22.92212660,0.00023370,-0.00023370,0,,,,,,,,,2.67000,,,0,M-R relationship,1.440,0.150,-0.140,0,4.91000,,,0,,,,,19h26m18.96s,291.578982,+44d31m54.2s,44.531715,667.00,70.40,-52.71,0,13.551,,0,G (Gaia),12.177,0.018,0,Ks (2MASS),,5986.00,91.33,-76.59,0,4.38,0.07,-0.08,0,0.320,0.019,-0.019,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.06,0.05,-0.05,0,1.10,0.11,-0.09,0,-0.020,0.100,-0.111,0,[Fe/H],3.800,1.800,-1.830,0
Kepler-1219,Kepler-1219 b,Transit,16.10467749,0.00008828,-0.00008828,0,,,,,,,,,5.14000,,,0,M-R relationship,2.120,0.560,-0.450,0,2.96000,,,0,,,,,19h48m51.79s,297.215809,+47d22m42.7s,47.378515,622.00,162.03,-128.74,0,12.232,,0,G (Gaia),10.809,0.068,0,Ks (2MASS),,5944.00,91.26,-81.66,0,3.97,0.15,-0.19,0,0.893,0.016,-0.016,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.25,0.14,-0.12,0,1.94,0.50,-0.40,0,0.050,0.136,-0.085,0,[Fe/H],4.370,1.590,-1.110,0
Kepler-122,Kepler-122 b,Transit,5.76619300,0.00001600,-0.00001600,0,0.064000,,,0,,,,,6.08000,,,0,M-R relationship,2.340,0.460,-0.460,0,2.61000,,,0,,,,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,1058.58,19.99,-19.99,0,14.222,,0,G (Gaia),12.826,0.028,0,Ks (2MASS),,6050.00,137.00,-137.00,0,4.30,0.15,-0.15,0,0.232,0.023,-0.024,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.08,0.06,-0.06,0,1.22,0.24,-0.24,0,-0.060,0.099,-0.112,0,[Fe/H],3.890,1.600,-1.820,0
Kepler-122,Kepler-122 c,Transit,12.46598800,0.00000900,-0.00000900,0,0.108000,,,0,,,,,29.00000,,,0,M-R relationship,5.870,1.160,-1.160,0,0.78800,,,0,,,,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,1058.58,19.99,-19.99,0,14.222,,0,G (Gaia),12.826,0.028,0,Ks (2MASS),,6050.00,137.00,-137.00,0,4.30,0.15,-0.15,0,0.232,0.023,-0.024,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.08,0.06,-0.06,0,1.22,0.24,-0.24,0,-0.060,0.099,-0.112,0,[Fe/H],3.890,1.600,-1.820,0
Kepler-122,Kepler-122 d,Transit,21.58747500,0.00016400,-0.00016400,0,0.155000,,,0,,,,,5.48000,,,0,M-R relationship,2.200,0.440,-0.440,0,2.83000,,,0,,,,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,1058.58,19.99,-19.99,0,14.222,,0,G (Gaia),12.826,0.028,0,Ks (2MASS),,6050.00,137.00,-137.00,0,4.30,0.15,-0.15,0,0.232,0.023,-0.024,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.08,0.06,-0.06,0,1.22,0.24,-0.24,0,-0.060,0.099,-0.112,0,[Fe/H],3.890,1.600,-1.820,0
Kepler-122,Kepler-122 e,Transit,37.99327300,0.00039000,-0.00039000,0,0.227000,,,0,,,,,27.70000,11.40000,-9.80000,0,Mass,2.600,0.540,-0.540,0,8.66000,,,0,,,,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,1058.58,19.99,-19.99,0,14.222,,0,G (Gaia),12.826,0.028,0,Ks (2MASS),,6050.00,137.00,-137.00,0,4.30,0.15,-0.15,0,0.232,0.023,-0.024,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.08,0.06,-0.06,0,1.22,0.24,-0.24,0,-0.060,0.099,-0.112,0,[Fe/H],3.890,1.600,-1.820,0
Kepler-122,Kepler-122 f,Transit Timing Variations,56.26800000,,,0,,,,,,,,,36.00000,19.40000,-16.20000,0,Mass,1.750,0.600,-0.160,0,36.90000,,,0,,,,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,1058.58,19.99,-19.99,0,14.222,,0,G (Gaia),12.826,0.028,0,Ks (2MASS),,6050.00,137.00,-137.00,0,4.30,0.15,-0.15,0,0.232,0.023,-0.024,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.08,0.06,-0.06,0,1.22,0.24,-0.24,0,-0.060,0.099,-0.112,0,[Fe/H],3.890,1.600,-1.820,0
Kepler-1220,Kepler-1220 b,Transit,7.42693741,0.00004187,-0.00004187,0,,,,,,,,,2.92000,,,0,M-R relationship,1.520,0.330,-0.190,0,4.57000,,,0,,,,,19h48m16.89s,297.070369,+42d58m39.9s,42.977741,958.00,217.61,-129.38,0,14.965,,0,G (Gaia),13.208,0.033,0,Ks (2MASS),,5842.00,246.43,-266.34,0,4.45,0.08,-0.14,0,-0.107,0.034,-0.037,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.00,0.12,-0.08,0,0.99,0.21,-0.12,0,-0.040,0.145,-0.182,0,[Fe/H],3.630,2.890,-2.000,0
Kepler-1221,Kepler-1221 b,Transit,12.00096042,0.00005761,-0.00005761,0,,,,,,,,,4.19000,,,0,M-R relationship,1.880,0.300,-0.160,0,3.47000,,,0,,,,,19h03m17.36s,285.822349,+45d42m42.8s,45.711891,909.00,55.17,-42.48,0,15.580,,0,G (Gaia),13.665,0.051,0,Ks (2MASS),,5194.00,45.80,-51.51,0,4.55,0.03,-0.06,0,-0.355,,,0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,0.87,0.04,-0.04,0,0.82,0.05,-0.03,0,0.090,0.156,-0.163,0,[Fe/H],4.570,6.340,-2.810,0
Kepler-1222,Kepler-1222 b,Transit,1.91694425,0.00000611,-0.00000611,0,,,,,,,,,0.41800,,,0,M-R relationship,0.790,0.060,-0.060,0,4.66000,,,0,,,,,19h39m33.52s,294.889655,+49d22m47.2s,49.379768,455.00,28.81,-29.08,0,14.091,,0,G (Gaia),12.187,0.023,0,Ks (2MASS),,5239.00,71.00,-82.33,0,4.56,0.03,-0.06,0,-0.477,0.009,-0.010,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.84,0.04,-0.05,0,0.80,0.05,-0.05,0,-0.040,0.147,-0.176,0,[Fe/H],4.370,5.940,-2.600,0
Kepler-1223,Kepler-1223 b,Transit,16.30125900,0.00010300,-0.00010300,0,,,,,,,,,1.98000,,,0,M-R relationship,1.220,0.060,-0.080,0,5.99000,,,0,,,,,19h01m10.98s,285.295750,+44d33m09.9s,44.552753,455.00,19.39,-20.57,0,14.612,,0,G (Gaia),12.429,0.024,0,Ks (2MASS),,4870.00,49.87,-52.19,0,4.60,0.02,-0.04,0,-0.586,0.010,-0.011,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,0.80,0.03,-0.04,0,0.75,0.03,-0.03,0,0.040,0.164,-0.166,0,[Fe/H],3.630,6.390,-1.960,0
Kepler-1224,Kepler-1224 b,Transit,13.32351601,0.00007281,-0.00007281,0,,,,,,,,,2.33000,,,0,M-R relationship,1.330,0.120,-0.080,0,5.44000,,,0,,,,,19h06m30.18s,286.625763,+37d32m14.3s,37.537304,578.00,45.18,-33.50,0,12.825,,0,G (Gaia),11.588,0.021,0,Ks (2MASS),,6155.00,64.75,-56.71,0,4.34,0.04,-0.06,0,0.247,0.011,-0.012,0,<a refstr=GAIA_DR2 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180409365G/abstract target=ref>Gaia DR2</a>,1.18,0.04,-0.03,0,1.22,0.10,-0.07,0,0.140,0.081,-0.082,0,[Fe/H],2.340,1.000,-0.841,0
